,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_101,4_0,4_30,4_60,4_90,4_115,5_0,5_30,5_60,5_90,5_120,5_130,6_0,6_30,6_60,6_84,7_0,7_30,7_46,8_0,8_30,8_33,9_0,9_30,9_45,10_0,10_30,10_46,11_0,11_30,11_43,12_0,12_30,12_60,12_64
671630,1.95108872425388e-17,5.7137819290506824e-15,1.4096521372940013e-14,1.490007190210715e-14,1.4880210241432744e-14,1.7404758797629402e-14,2.032149385043483e-14,2.15209579619293e-14,2.1570221508223226e-14,2.1980782062865357e-14,2.2647703013774676e-14,2.302907159471032e-14,2.3029263378432477e-14,2.300625233637992e-14,2.335188765087652e-14,2.3463466117467226e-14,2.3535560386544432e-14,2.3541949403269367e-14,2.3565974232943406e-14,2.3526303146527333e-14,2.3552534988475297e-14,2.3557309866459336e-14,2.3532186117012564e-14,2.3525406247247766e-14,2.354247755682735e-14,2.354087890730506e-14,2.355841256495879e-14,2.3635871547112817e-14,2.363942774514659e-14,2.363532280240928e-14,2.3616050459950825e-14,2.3598479834643828e-14,2.355209104152138e-14,2.3552244677469856e-14,2.3514791079564812e-14,2.3529601816825855e-14,2.3527289853668262e-14,2.3490588187300912e-14,2.3483932598574304e-14,2.3486922673777044e-14,2.3471555317035256e-14,2.3503091295899365e-14,2.3500829908747722e-14,2.3726344741765766e-14,2.3725195681287062e-14,2.3723313243966262e-14,2.35541681080988e-14,2.3569040570838987e-14,2.3576167790549586e-14,2.3640022408480154e-14,2.3664811244548236e-14,2.3665572923405087e-14
671631,4.123669420945631e-24,4.4542002022947064e-23,5.2734997766978e-23,5.369136029933623e-23,4.821087344264903e-23,5.456170700861617e-23,5.706524530809862e-23,5.853764839649274e-23,7.108236270150278e-23,7.148008394485118e-23,7.204107122981419e-23,7.250176272324632e-23,7.25021380386631e-23,6.714152301609864e-23,6.778678122309737e-23,6.801288196383785e-23,6.809224758789622e-23,6.810284431584664e-23,7.55301474465473e-23,7.578017582841608e-23,7.561073903282455e-23,7.568696231316061e-23,7.565725412466649e-23,7.252076534378389e-23,7.226971406808627e-23,7.231242814928443e-23,7.226547569415605e-23,7.236517543401694e-23,7.237174717702463e-23,7.163204030184732e-23,7.180188852099823e-23,7.178373191129865e-23,7.17923553402657e-23,7.216388262590112e-23,7.199518278777084e-23,7.204326712861704e-23,6.979766528631812e-23,6.984530803877258e-23,6.983370192163022e-23,7.268283222146912e-23,7.272929874874299e-23,7.26928992723194e-23,6.985904214267803e-23,6.974534828662818e-23,6.972278658189672e-23,6.921824665625e-23,6.901765866326706e-23,6.906562960641427e-23,7.281976561533091e-23,7.293056257587012e-23,7.303420215009163e-23,7.303241340401138e-23
671640,4.415450404320487e-19,3.524347875301658e-18,4.1007923978874405e-18,4.1687218188317045e-18,3.744611791341768e-18,4.229202708325195e-18,4.419969009843806e-18,4.530896123392021e-18,5.7376458654750045e-18,5.782573743204939e-18,5.8428082666975665e-18,5.884945299330055e-18,5.884980780200425e-18,5.237542970727457e-18,5.286277656107534e-18,5.306842772455195e-18,5.3140715854024515e-18,5.31495408585541e-18,7.34011565859864e-18,7.4024113011434e-18,7.40316827731849e-18,7.416665563053172e-18,7.412385447285787e-18,8.265500646266679e-18,8.217282857893362e-18,8.22177319554069e-18,8.216621422844858e-18,8.238684827807109e-18,8.240128006869187e-18,6.667308952774884e-18,6.681089275898765e-18,6.675694686134882e-18,6.676020498060694e-18,5.600026457078923e-18,5.588908124855833e-18,5.593155621344365e-18,8.674558649848634e-18,8.694205300740953e-18,8.693931314994768e-18,7.360324163166994e-18,7.365987909603546e-18,7.364962740464392e-18,5.7100568998278326e-18,5.702718857827668e-18,5.700340881550955e-18,7.86196866221853e-18,7.8570036040693e-18,7.864438328924137e-18,7.266215131238234e-18,7.283122072567046e-18,7.297675610757861e-18,7.298134129373594e-18
671641,4.607076395714674e-19,3.390726222360175e-18,3.927248573896447e-18,3.989457390200228e-18,3.59072197548015e-18,4.0484288857985824e-18,4.224086090574879e-18,4.325610781826425e-18,5.293804203266373e-18,5.3295749087228225e-18,5.373829575557635e-18,5.406204447274759e-18,5.406231918760862e-18,4.963959159369007e-18,5.009169833445937e-18,5.0278685989891445e-18,5.034298340630306e-18,5.035089928352126e-18,5.614933021392674e-18,5.640408794066223e-18,5.626902268246872e-18,5.632680558016801e-18,5.630596724751939e-18,5.402482737186654e-18,5.380491852120184e-18,5.382999050942989e-18,5.379121310242379e-18,5.3861424254190195e-18,5.38662635681076e-18,5.3126505463318445e-18,5.321432936172785e-18,5.3197956105362885e-18,5.320680084325898e-18,5.35146652889195e-18,5.340819592502023e-18,5.344756057776892e-18,5.179390756538314e-18,5.184239921852425e-18,5.1832216034432964e-18,5.401790607774295e-18,5.4054817568693055e-18,5.403764872324349e-18,5.180728412113274e-18,5.172732658421231e-18,5.170074729462384e-18,5.131740079492912e-18,5.116390273284244e-18,5.120411110784886e-18,5.414625863952813e-18,5.425848171818414e-18,5.434437880837469e-18,5.434374606676935e-18
67165.09c,9.657441339490631e-13,9.563715742825763e-10,4.3422620522168756e-09,4.8096784546268635e-09,4.801385238694026e-09,6.3344334378030646e-09,8.175424383233805e-09,9.053090289637487e-09,9.070275640098238e-09,9.367303561861115e-09,9.851834150836892e-09,1.0120631068818767e-08,1.0120845984071508e-08,1.0124885462510702e-08,1.0261881262293072e-08,1.0297645743589909e-08,1.034834389983226e-08,1.0353900789297535e-08,1.0369041232981681e-08,1.0490277296938673e-08,1.0601274949292876e-08,1.0651027190275e-08,1.0636886801379826e-08,1.0619128221207071e-08,1.0579328547361381e-08,1.0586947427078959e-08,1.0583362259152256e-08,1.06420386249613e-08,1.0645763267330267e-08,1.0655150321312153e-08,1.0653410101878786e-08,1.061960021080298e-08,1.0612139358177589e-08,1.0612483403025365e-08,1.0612313972130456e-08,1.0587783711170139e-08,1.0580744091740494e-08,1.0621570512064449e-08,1.0624134758807457e-08,1.0628535933291354e-08,1.0667559293079016e-08,1.0673958743137396e-08,1.0674212848198921e-08,1.0670082697865322e-08,1.0678392649887313e-08,1.0677246824642828e-08,1.071009136577883e-08,1.0721618788004104e-08,1.0723149906402483e-08,1.0740997654729687e-08,1.076921919152831e-08,1.0772630782896533e-08
671660,6.344612605447239e-14,2.5610019532177152e-12,6.5154497351421284e-12,7.0523392972195655e-12,6.010812831704661e-12,7.606157434041618e-12,9.377537835205034e-12,1.0222919046834892e-11,1.3102160966559882e-11,1.3598014820730117e-11,1.4211826654946018e-11,1.455193869587675e-11,1.455221207028784e-11,1.2990467211102966e-11,1.3106484261974679e-11,1.3151610530773093e-11,1.3209104764445355e-11,1.3215358977721002e-11,1.4043837488858376e-11,1.4285727584956802e-11,1.440968058131422e-11,1.4468974433413793e-11,1.4452173829813688e-11,1.537787264402912e-11,1.5305650129660877e-11,1.5315577363212507e-11,1.5309782173003436e-11,1.5384980702747495e-11,1.5389777956867002e-11,1.3970480821738706e-11,1.3933667504406527e-11,1.3895465363604416e-11,1.3887618546102206e-11,1.4256834440823009e-11,1.4319737816076368e-11,1.4292811518620392e-11,1.4048154503394838e-11,1.3943480845555084e-11,1.3945917374508502e-11,1.4474124051081856e-11,1.4617181521577835e-11,1.4625441404787383e-11,1.3611082693133185e-11,1.3536652610926587e-11,1.3543198551210628e-11,1.459315032549852e-11,1.4720826075784353e-11,1.473507005064589e-11,1.5466953273762097e-11,1.5663740850805726e-11,1.5703596181737283e-11,1.5707946619122603e-11
67366.09c,8.583640958038184e-16,7.672970434185675e-13,3.5679845881869054e-12,3.958521044235778e-12,3.9266838622525924e-12,5.5474095747705085e-12,7.190227419830127e-12,7.975633151797425e-12,8.177919794421856e-12,8.631847820753524e-12,9.086231222398015e-12,9.33768773947145e-12,9.337890396181376e-12,9.147579137017296e-12,9.227946104247534e-12,9.258346414179091e-12,9.306210143977743e-12,9.31132044577905e-12,9.273960412256806e-12,9.159638790099957e-12,9.262081206076359e-12,9.305530694565068e-12,9.292996098495787e-12,9.524273572078538e-12,1.0028906780057447e-11,1.0034859998996635e-11,1.0031886122531616e-11,1.0088461406479359e-11,1.0092064341936657e-11,9.857126557418021e-12,9.432039194580344e-12,9.402073381260033e-12,9.395655292101211e-12,9.427689409940718e-12,9.646672572845832e-12,9.62410938878328e-12,9.662942958179352e-12,9.477841778888649e-12,9.479939504401623e-12,9.474603408622481e-12,9.417522659049124e-12,9.423480607181478e-12,9.337768109917811e-12,9.332678590423769e-12,9.34059743073713e-12,9.461701766720518e-12,9.73722112820653e-12,9.747987524677126e-12,9.78127518432221e-12,9.60344337958071e-12,9.626236724705922e-12,9.629317671278415e-12
671670,6.470535110998137e-15,4.5849996791124585e-14,7.308217908866922e-14,7.680743007636459e-14,6.661458271474148e-14,8.279459609851521e-14,9.624980200364945e-14,1.0284909452057648e-13,1.2256626529998718e-13,1.2676613300271702e-13,1.312205542170354e-13,1.336805119603919e-13,1.3368256927978834e-13,1.270358260338314e-13,1.280193930973027e-13,1.285884814023377e-13,1.2908446928693162e-13,1.291361446617656e-13,1.395465825915739e-13,1.3908157763873564e-13,1.3977964134762689e-13,1.402449551335059e-13,1.4011366530842872e-13,1.3519448002411052e-13,1.3916185989141346e-13,1.3920458121346842e-13,1.3910917055087014e-13,1.3965541311463744e-13,1.3969165517651246e-13,1.4000257664190564e-13,1.3615967725131278e-13,1.358603785208396e-13,1.3584096381916343e-13,1.3703724424286206e-13,1.3893303230665288e-13,1.3880129158102648e-13,1.3272778950291995e-13,1.3137867637765925e-13,1.313814504151434e-13,1.3738146051299206e-13,1.3697029824809237e-13,1.3704267069848506e-13,1.3324881540196053e-13,1.332706039696775e-13,1.3327704079052172e-13,1.3243995112219004e-13,1.3448169486632413e-13,1.3463192466504027e-13,1.3997630252725213e-13,1.3858818612193162e-13,1.3892143913852966e-13,1.3895059937348853e-13
671680,3.7524843982071434e-17,2.545424206835242e-16,3.4968211138643074e-16,3.5740972564441675e-16,3.1842209648777537e-16,3.5513661705649457e-16,3.817223661418399e-16,3.935313185950767e-16,4.582108045711192e-16,4.633086199413773e-16,4.723603789600647e-16,4.763898563510293e-16,4.763933926925678e-16,4.597049999901858e-16,4.628038706835428e-16,4.656083732469579e-16,4.66528088611787e-16,4.666304490705112e-16,5.073618842028722e-16,5.100387585179515e-16,5.083460993571971e-16,5.09367297167243e-16,5.091193125864703e-16,4.810279175309482e-16,4.7898865754078575e-16,4.79208360333729e-16,4.785841059998688e-16,4.794203703921712e-16,4.7948280515859e-16,4.888294601785807e-16,4.88136377180358e-16,4.877402924655568e-16,4.877813997978702e-16,4.881092340359543e-16,4.884311139867256e-16,4.889276821936403e-16,4.697123505537311e-16,4.706709189919206e-16,4.705361811027905e-16,4.878936363219189e-16,4.858909939484053e-16,4.860653047931142e-16,4.756726984561069e-16,4.758457339604634e-16,4.753430216418821e-16,4.722525657242153e-16,4.715315461507267e-16,4.720083247767812e-16,4.904906888722264e-16,4.927990665428666e-16,4.941188088326032e-16,4.941475573286058e-16
671690,3.130693395411857e-17,1.5775522999374766e-16,2.229117982505132e-16,2.2844037943269236e-16,2.0412264704742157e-16,2.274566519003266e-16,2.4626754584659315e-16,2.5477166173447734e-16,2.994030193788188e-16,3.0282976257207465e-16,3.092431539159929e-16,3.121505461785906e-16,3.1215308855726303e-16,2.9857866707217653e-16,3.00767006574148e-16,3.0277842438205286e-16,3.0344343243004414e-16,3.035169671040191e-16,3.3189472651231947e-16,3.3360977538193564e-16,3.324601248181485e-16,3.331892528554824e-16,3.330118670780398e-16,3.148002567307691e-16,3.133252831157573e-16,3.1345785361515864e-16,3.1300943440174133e-16,3.1360979890121716e-16,3.1365464315015355e-16,3.186194736509615e-16,3.182766041435073e-16,3.179682110078798e-16,3.180107746519681e-16,3.1816868820530317e-16,3.184057490486949e-16,3.187457439391508e-16,3.0676664225113363e-16,3.075081906556493e-16,3.074191662453428e-16,3.186804761733434e-16,3.172246373091303e-16,3.173438169001785e-16,3.098536783213228e-16,3.100065342514544e-16,3.0968851900313657e-16,3.078396322734165e-16,3.0741193792405745e-16,3.0773423610924064e-16,3.206736837219745e-16,3.222881952797631e-16,3.2322532594389784e-16,3.2324624814541046e-16
671700,6.5015088380964426e-18,2.4859526682044645e-17,3.905574636546821e-17,4.0300172244027045e-17,3.614658786956122e-17,4.033472562056554e-17,4.451777803003938e-17,4.6417180360395733e-17,5.5130180616572574e-17,5.581891009079065e-17,5.724788749117952e-17,5.789827673887302e-17,5.789884017966768e-17,5.487784713416252e-17,5.5339776983412914e-17,5.578092507235665e-17,5.592797552501908e-17,5.594420049506218e-17,6.156932472806549e-17,6.185810154718193e-17,6.162538630672103e-17,6.178817662550819e-17,6.174895010431843e-17,5.831994644336736e-17,5.801448262898496e-17,5.803957912160287e-17,5.794090278160764e-17,5.807410571675878e-17,5.808402135668151e-17,5.886826114647363e-17,5.882936706980184e-17,5.875498762113653e-17,5.876547441205633e-17,5.873680274313475e-17,5.880387179267501e-17,5.887330534291456e-17,5.678494157067895e-17,5.695795901577581e-17,5.694066713666812e-17,5.895074395201528e-17,5.859777469264048e-17,5.862273109216049e-17,5.715466668061368e-17,5.720613736546872e-17,5.71491984313398e-17,5.686263263861939e-17,5.681259448519273e-17,5.687633522104985e-17,5.942930110837416e-17,5.977129530191468e-17,5.997463109905989e-17,5.997937236798416e-17
671701,1.6796143430726216e-19,8.606182540540806e-19,1.341577944989131e-18,1.4083780626907393e-18,1.271192088816295e-18,1.4905685302586988e-18,1.7113420073099405e-18,1.8344509863101485e-18,2.1749328734382994e-18,2.2206752089179443e-18,2.2988106401623427e-18,2.3415524817422022e-18,2.3415922224859517e-18,2.2165417881759946e-18,2.2514790464935683e-18,2.2848122479044262e-18,2.2964575539992165e-18,2.297606241702269e-18,2.545717050867337e-18,2.571596256801695e-18,2.556992474404278e-18,2.5672110000813495e-18,2.5646600217364558e-18,2.415033815600597e-18,2.3851499673326085e-18,2.3839411899558826e-18,2.3765649556834062e-18,2.3854090921818502e-18,2.386106108500674e-18,2.4147686301314795e-18,2.4208862730775747e-18,2.414298997295428e-18,2.4177635660923787e-18,2.4142428445286786e-18,2.4154398252672586e-18,2.420235941101147e-18,2.342279956747995e-18,2.3581954444707225e-18,2.3573078001054644e-18,2.4394830617409354e-18,2.422172685821093e-18,2.4236269420164064e-18,2.354733817200062e-18,2.3572393801651653e-18,2.354959750005747e-18,2.3490082640677964e-18,2.3435166569782764e-18,2.348080742749046e-18,2.457211725987319e-18,2.478116214772454e-18,2.4915322342663513e-18,2.491856539692345e-18
671710,1.2052487257001739e-18,3.1659389915185694e-18,4.564797227487285e-18,4.758676544442029e-18,4.28860800737633e-18,4.9216708058224106e-18,5.575738241103539e-18,5.939597797645691e-18,7.210104554244219e-18,7.349493936991347e-18,7.585175933857789e-18,7.711468488386456e-18,7.711587601284248e-18,7.164315368466384e-18,7.267170647913656e-18,7.368601225839304e-18,7.403838806197525e-18,7.40729334632514e-18,8.272567326351995e-18,8.352491780498365e-18,8.307799780028871e-18,8.338772052989724e-18,8.331155786490786e-18,7.873072413570141e-18,7.782937380123908e-18,7.778830144630237e-18,7.756308054608858e-18,7.782624018530501e-18,7.784718789971364e-18,7.810335059168756e-18,7.82644503199815e-18,7.806581025068283e-18,7.817410236196803e-18,7.823506567327031e-18,7.829075693173964e-18,7.843739540909995e-18,7.605813408274769e-18,7.654626476439091e-18,7.651947523913455e-18,7.920399550701761e-18,7.864183187105819e-18,7.869086194439728e-18,7.612885303358692e-18,7.622316029947029e-18,7.615007389683395e-18,7.591257692657315e-18,7.57571181676205e-18,7.589661726860065e-18,7.987832364965022e-18,8.052166074441379e-18,8.093026803848298e-18,8.09405302024718e-18
671720,5.4930748540385e-19,7.73011476437895e-19,9.927294711496308e-19,1.0245268369529993e-18,9.093425480725373e-19,1.00538817473483e-18,1.1118522376712635e-18,1.171714374042072e-18,1.5301667171402734e-18,1.5518292001189022e-18,1.5899069581864597e-18,1.6107490506371111e-18,1.6107686366346761e-18,1.4249325685279325e-18,1.4418988628411686e-18,1.458691747780446e-18,1.4646111140806598e-18,1.4651800689105777e-18,1.66291556966733e-18,1.675236405559391e-18,1.6682010249759564e-18,1.673212984156672e-18,1.6719936439238707e-18,1.596394093071584e-18,1.5813847168731684e-18,1.5805916262758162e-18,1.5768809202084897e-18,1.581147185097037e-18,1.5814899171889416e-18,1.5454444804486708e-18,1.5485200101561311e-18,1.5450440442685055e-18,1.5468311371916132e-18,1.561425485176406e-18,1.5622574181981826e-18,1.5645542237288943e-18,1.5212039092399777e-18,1.5297432741468824e-18,1.529348047098541e-18,1.5833096967267011e-18,1.5740033999909181e-18,1.5748179968870855e-18,1.5132466017832854e-18,1.5148200065131535e-18,1.5136909442335738e-18,1.4971844720476563e-18,1.4949395180049925e-18,1.497156032067426e-18,1.6046670100593882e-18,1.6151718198300448e-18,1.6220314219911303e-18,1.622213337764492e-18
681600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2314621302766376e-55,1.225280767014804e-55,1.3993703724576572e-55,1.2010320061669217e-58,9.789969825398453e-61,2.134674802705145e-61,2.705147061023454e-73,8.015779943851856e-75,3.644782086141081e-75,4.996013660203562e-31,4.983853436363128e-31,5.4040666297568215e-31,3.6867820716903547e-50,6.106266085228561e-60,1.770042909462224e-60,1.4278682397525738e-45,1.4274183169827922e-45,1.4270932828444425e-45
681610,2.60455423178609e-24,7.395963950116961e-23,7.91885215334813e-23,7.925116969600177e-23,7.397113984621126e-23,8.147954377789312e-23,8.173721804588739e-23,8.166089688791584e-23,1.163163424525083e-22,1.1705329301188132e-22,1.1702715431913991e-22,1.169908217073065e-22,1.16990794033869e-22,9.181515697387752e-23,9.202589774248145e-23,9.202163910359683e-23,9.202141656026629e-23,9.202092236902371e-23,1.1343437631405426e-22,1.1425479159360395e-22,1.1410326993955458e-22,1.1408966655579908e-22,1.1409326094745465e-22,1.127678961731942e-22,1.1257496241282174e-22,1.1262656559285158e-22,1.1263120652143886e-22,1.126202225161244e-22,1.12619544200043e-22,1.0200690190852104e-22,1.0165195134352487e-22,1.0169251529447785e-22,1.0166505299836044e-22,1.0364703353021867e-22,1.0350543461718598e-22,1.0353603145994679e-22,1.0219977196307073e-22,1.0213040700131024e-22,1.0211348180610008e-22,1.0774766211610334e-22,1.0803351569179837e-22,1.0805169591069806e-22,9.755104710659915e-23,9.739837631788812e-23,9.728854576857453e-23,9.688349122747687e-23,9.660557420881478e-23,9.66567647300231e-23,1.0798933739185874e-22,1.0807955609658368e-22,1.0810505014826236e-22,1.0810551226168706e-22
68162.09c,1.1490675762614378e-21,1.048013623622485e-18,2.43961611542241e-18,2.5557482260002294e-18,2.5530870157893077e-18,2.9708912965211e-18,3.4396504919954686e-18,3.6031447668343154e-18,3.614275649626204e-18,3.6374950255404875e-18,3.73196389595089e-18,3.791331765773846e-18,3.7913516923602846e-18,3.783113047179103e-18,3.862531513238337e-18,3.881737973066267e-18,3.894329889846318e-18,3.8951518104736694e-18,3.90161986139277e-18,3.8685367235501325e-18,3.87196619040087e-18,3.8632645820103214e-18,3.858824851538561e-18,3.858788463766469e-18,3.8767143862211605e-18,3.868148286302917e-18,3.8777581972819004e-18,3.889584022356764e-18,3.8899598270492904e-18,3.8866956336219465e-18,3.8606484115192126e-18,3.854788817954729e-18,3.838505488273296e-18,3.8390246411313865e-18,3.839805797441757e-18,3.84401929780448e-18,3.843934903717439e-18,3.8221676143955934e-18,3.819377082995753e-18,3.819476622986224e-18,3.824072509505004e-18,3.836845685348252e-18,3.836012973033411e-18,3.8639371062735766e-18,3.859219262073332e-18,3.858777934736207e-18,3.833035878279559e-18,3.8342856658804916e-18,3.836053683735213e-18,3.8603998883523665e-18,3.868153776986456e-18,3.868082399376152e-18
